Date,Open,High,Low,Close*,Adj Close**,
1-Dec-14,"17,827.27","18,103.45","17,067.59","17,823.07","17,823.07",
1-Nov-14,"17,390.90","17,894.83","17,278.36","17,828.24","17,828.24",
1-Oct-14,"17,040.46","17,395.54","15,855.12","17,390.52","17,390.52",
1-Sep-14,"17,097.42","17,350.64","16,934.43","17,042.90","17,042.90",
1-Aug-14,"16,561.70","17,153.80","16,333.78","17,098.45","17,098.45",
1-Jul-14,"16,828.53","17,151.56","16,563.30","16,563.30","16,563.30",
1-Jun-14,"16,716.85","16,978.02","16,673.65","16,826.60","16,826.60",
1-May-14,"16,580.26","16,735.51","16,341.30","16,717.17","16,717.17",
1-Apr-14,"16,458.05","16,631.63","16,015.32","16,580.84","16,580.84",
1-Mar-14,"16,321.71","16,505.70","16,046.99","16,457.66","16,457.66",
1-Feb-14,"15,697.69","16,398.95","15,340.69","16,321.71","16,321.71",
1-Jan-14,"16,572.17","16,573.07","15,617.55","15,698.85","15,698.85",
1-Dec-13,"16,087.12","16,588.25","15,703.79","16,576.66","16,576.66",
1-Nov-13,"15,558.01","16,174.51","15,522.18","16,086.41","16,086.41",
1-Oct-13,"15,132.49","15,721.00","14,719.43","15,545.75","15,545.75",
1-Sep-13,"14,801.55","15,709.58","14,777.48","15,129.67","15,129.67",
1-Aug-13,"15,503.85","15,658.43","14,760.41","14,810.31","14,810.31",
1-Jul-13,"14,911.60","15,634.32","14,858.93","15,499.54","15,499.54",
1-Jun-13,"15,123.55","15,340.09","14,551.27","14,909.60","14,909.60",
1-May-13,"14,839.80","15,542.40","14,687.05","15,115.57","15,115.57",
1-Apr-13,"14,578.54","14,887.51","14,434.43","14,839.80","14,839.80",
1-Mar-13,"14,054.49","14,585.10","13,937.60","14,578.54","14,578.54",
1-Feb-13,"13,860.58","14,149.15","13,784.01","14,054.49","14,054.49",
1-Jan-13,"13,104.30","13,969.99","13,104.30","13,860.58","13,860.58",
1-Dec-12,"13,027.73","13,365.86","12,883.89","13,104.14","13,104.14",
1-Nov-12,"13,099.19","13,290.75","12,471.49","13,025.58","13,025.58",
1-Oct-12,"13,437.66","13,661.87","13,017.37","13,096.46","13,096.46",
1-Sep-12,"13,092.15","13,653.24","12,977.09","13,437.13","13,437.13",
1-Aug-12,"13,007.47","13,330.76","12,778.90","13,090.84","13,090.84",
1-Jul-12,"12,879.71","13,128.64","12,492.25","13,008.68","13,008.68",
1-Jun-12,"12,391.56","12,898.94","12,035.09","12,880.09","12,880.09",
1-May-12,"13,214.16","13,338.66","12,311.56","12,393.45","12,393.45",
1-Apr-12,"13,211.36","13,297.11","12,710.56","13,213.63","13,213.63",
1-Mar-12,"12,952.29","13,289.08","12,734.86","13,212.04","13,212.04",
1-Feb-12,"12,632.76","13,055.75","12,632.76","12,952.07","12,952.07",
1-Jan-12,"12,221.19","12,841.95","12,221.19","12,632.91","12,632.91",
1-Dec-11,"12,046.21","12,328.47","11,735.19","12,217.56","12,217.56",
1-Nov-11,"11,951.53","12,187.51","11,231.43","12,045.68","12,045.68",
1-Oct-11,"10,912.10","12,284.31","10,404.49","11,955.01","11,955.01",
1-Sep-11,"11,613.30","11,716.84","10,597.14","10,913.38","10,913.38",
1-Aug-11,"12,144.22","12,282.42","10,604.07","11,613.53","11,613.53",
1-Jul-11,"12,414.34","12,753.89","12,083.45","12,143.24","12,143.24",
1-Jun-11,"12,569.41","12,569.49","11,862.53","12,414.34","12,414.34",
1-May-11,"12,810.16","12,876.00","12,309.52","12,569.79","12,569.79",
1-Apr-11,"12,321.02","12,832.83","12,093.89","12,810.54","12,810.54",
1-Mar-11,"12,226.49","12,383.46","11,555.48","12,319.73","12,319.73",
1-Feb-11,"11,892.50","12,391.29","11,892.50","12,226.34","12,226.34",
1-Jan-11,"11,577.43","12,020.52","11,573.87","11,891.93","11,891.93",
1-Dec-10,"11,007.23","11,625.00","11,007.23","11,577.51","11,577.51",
1-Nov-10,"11,120.30","11,451.53","10,929.28","11,006.02","11,006.02",
1-Oct-10,"10,789.72","11,247.60","10,711.12","11,118.49","11,118.49",
1-Sep-10,"10,016.01","10,948.88","10,016.01","10,788.05","10,788.05",
1-Aug-10,"10,468.82","10,719.94","9,936.62","10,014.72","10,014.72",
1-Jul-10,"9,773.27","10,584.99","9,614.32","10,465.94","10,465.94",
1-Jun-10,"10,133.94","10,594.16","9,753.84","9,774.02","9,774.02",
1-May-10,"11,009.60","11,177.67","9,774.48","10,136.63","10,136.63",
1-Apr-10,"10,857.31","11,258.01","10,844.09","11,008.61","11,008.61",
1-Mar-10,"10,326.10","10,955.48","10,326.10","10,856.63","10,856.63",
1-Feb-10,"10,068.99","10,438.55","9,835.09","10,325.26","10,325.26",
1-Jan-10,"10,430.69","10,729.89","10,043.75","10,067.33","10,067.33",
1-Dec-09,"10,343.82","10,580.33","10,235.63","10,428.05","10,428.05",
1-Nov-09,"9,712.13","10,495.61","9,678.95","10,344.84","10,344.84",
1-Oct-09,"9,711.60","10,119.47","9,430.08","9,712.73","9,712.73",
1-Sep-09,"9,492.32","9,917.99","9,252.93","9,712.28","9,712.28",
1-Aug-09,"9,173.65","9,630.20","9,116.52","9,496.28","9,496.28",
1-Jul-09,"8,447.53","9,246.43","8,087.19","9,171.61","9,171.61",
1-Jun-09,"8,501.53","8,877.93","8,259.43","8,447.00","8,447.00",
1-May-09,"8,167.41","8,591.93","8,099.31","8,500.33","8,500.33",
1-Apr-09,"7,606.13","8,307.51","7,483.87","8,168.12","8,168.12",
1-Mar-09,"7,056.48","7,931.33","6,469.95","7,608.92","7,608.92",
1-Feb-09,"8,000.62","8,315.07","7,033.62","7,062.93","7,062.93",
1-Jan-09,"8,772.25","9,088.06","7,909.03","8,000.86","8,000.86",
1-Dec-08,"8,826.89","9,026.41","8,118.50","8,776.39","8,776.39",
1-Nov-08,"9,326.04","9,653.95","7,449.38","8,829.04","8,829.04",
1-Oct-08,"10,847.40","10,882.52","7,882.51","9,325.01","9,325.01",
1-Sep-08,"11,545.63","11,790.17","10,365.45","10,850.66","10,850.66",
1-Aug-08,"11,379.89","11,867.11","11,221.53","11,543.96","11,543.96",
1-Jul-08,"11,344.64","11,698.17","10,827.71","11,378.02","11,378.02",
1-Jun-08,"12,637.67","12,638.08","11,287.56","11,350.01","11,350.01",
1-May-08,"12,818.34","13,136.69","12,442.59","12,638.32","12,638.32",
1-Apr-08,"12,266.64","13,010.00","12,266.47","12,820.13","12,820.13",
1-Mar-08,"12,264.36","12,622.07","11,731.60","12,262.89","12,262.89",
1-Feb-08,"12,638.17","12,767.74","12,069.47","12,266.39","12,266.39",
1-Jan-08,"13,261.82","13,279.54","11,634.82","12,650.36","12,650.36",
1-Dec-07,"13,368.22","13,780.11","13,092.00","13,264.82","13,264.82",
1-Nov-07,"13,924.16","13,924.16","12,724.09","13,371.72","13,371.72",
1-Oct-07,"13,895.71","14,198.10","13,407.49","13,930.01","13,930.01",
1-Sep-07,"13,358.39","13,924.81","13,021.93","13,895.63","13,895.63",
1-Aug-07,"13,211.09","13,695.82","12,517.94","13,357.74","13,357.74",
1-Jul-07,"13,409.60","14,021.95","13,199.79","13,211.99","13,211.99",
1-Jun-07,"13,628.69","13,692.00","13,251.53","13,408.62","13,408.62",
1-May-07,"13,062.75","13,673.07","13,041.30","13,627.64","13,627.64",
1-Apr-07,"12,354.52","13,162.06","12,324.28","13,062.91","13,062.91",
1-Mar-07,"12,268.63","12,511.05","11,939.61","12,354.35","12,354.35",
1-Feb-07,"12,617.20","12,795.93","12,086.06","12,268.63","12,268.63",
1-Jan-07,"12,459.54","12,657.02","12,337.37","12,621.69","12,621.69",
1-Dec-06,"12,220.97","12,529.88","12,089.98","12,463.15","12,463.15",
1-Nov-06,"12,080.25","12,361.00","11,965.31","12,221.93","12,221.93",
1-Oct-06,"11,678.99","12,167.02","11,653.06","12,080.73","12,080.73",
1-Sep-06,"11,382.75","11,741.99","11,323.84","11,679.07","11,679.07",
1-Aug-06,"11,184.80","11,407.08","11,042.64","11,381.15","11,381.15",
1-Jul-06,"11,149.34","11,257.08","10,683.32","11,185.68","11,185.68",
1-Jun-06,"11,169.03","11,285.82","10,698.85","11,150.22","11,150.22",
1-May-06,"11,367.78","11,670.19","11,030.47","11,168.31","11,168.31",
1-Apr-06,"11,113.00","11,417.66","11,039.12","11,367.14","11,367.14",
1-Mar-06,"10,993.25","11,334.96","10,922.73","11,109.32","11,109.32",
1-Feb-06,"10,862.14","11,159.18","10,737.67","10,993.41","10,993.41",
1-Jan-06,"10,718.30","11,047.76","10,661.15","10,864.86","10,864.86",
1-Dec-05,"10,806.03","10,940.34","10,709.42","10,717.50","10,717.50",
1-Nov-05,"10,440.07","10,959.79","10,388.76","10,805.87","10,805.87",
1-Oct-05,"10,569.50","10,608.56","10,156.46","10,440.07","10,440.07",
1-Sep-05,"10,481.44","10,701.81","10,350.96","10,568.70","10,568.70",
1-Aug-05,"10,641.78","10,719.41","10,349.37","10,481.60","10,481.60",
1-Jul-05,"10,273.59","10,717.73","10,175.40","10,640.91","10,640.91",
1-Jun-05,"10,462.86","10,656.29","10,253.49","10,274.97","10,274.97",
1-May-05,"10,192.00","10,560.81","10,075.55","10,467.48","10,467.48",
1-Apr-05,"10,504.57","10,568.93","10,000.46","10,192.51","10,192.51",
1-Mar-05,"10,769.04","10,984.46","10,396.24","10,503.76","10,503.76",
1-Feb-05,"10,489.72","10,853.43","10,489.64","10,766.23","10,766.23",
1-Jan-05,"10,783.75","10,867.39","10,368.61","10,489.94","10,489.94",
1-Dec-04,"10,425.80","10,868.07","10,418.63","10,783.01","10,783.01",
1-Nov-04,"10,028.73","10,602.85","10,010.15","10,428.02","10,428.02",
1-Oct-04,"10,082.04","10,270.37","9,708.40","10,027.47","10,027.47",
1-Sep-04,"10,170.12","10,363.36","9,977.92","10,080.27","10,080.27",
1-Aug-04,"10,138.45","10,211.25","9,783.91","10,173.92","10,173.92",
1-Jul-04,"10,434.00","10,448.09","9,913.92","10,139.71","10,139.71",
1-Jun-04,"10,187.18","10,498.67","10,134.86","10,435.48","10,435.48",
1-May-04,"10,227.27","10,386.32","9,852.19","10,188.45","10,188.45",
1-Apr-04,"10,357.52","10,570.81","10,219.18","10,225.57","10,225.57",
1-Mar-04,"10,582.25","10,695.55","10,007.49","10,357.70","10,357.70",
1-Feb-04,"10,487.78","10,753.63","10,434.67","10,583.92","10,583.92",
1-Jan-04,"10,452.74","10,705.18","10,367.41","10,488.07","10,488.07",
1-Dec-03,"9,785.35","10,462.44","9,785.35","10,453.92","10,453.92",
1-Nov-03,"9,802.46","9,903.57","9,585.50","9,782.46","9,782.46",
1-Oct-03,"9,276.80","9,850.01","9,276.80","9,801.12","9,801.12",
1-Sep-03,"9,416.67","9,686.08","9,230.47","9,275.06","9,275.06",
1-Aug-03,"9,232.68","9,499.97","8,997.11","9,415.82","9,415.82",
1-Jul-03,"8,983.66","9,361.40","8,871.20","9,233.80","9,233.80",
1-Jun-03,"8,851.45","9,352.77","8,851.45","8,985.44","8,985.44",
1-May-03,"8,478.48","8,868.33","8,340.23","8,850.26","8,850.26",
1-Apr-03,"7,992.83","8,559.77","7,979.69","8,480.09","8,480.09",
1-Mar-03,"7,890.24","8,522.18","7,416.64","7,992.13","7,992.13",
1-Feb-03,"8,053.74","8,152.53","7,628.99","7,891.08","7,891.08",
1-Jan-03,"8,342.38","8,869.29","7,917.16","8,053.81","8,053.81",
1-Dec-02,"8,902.95","9,043.37","8,242.91","8,341.63","8,341.63",
1-Nov-02,"8,395.64","8,950.33","8,298.68","8,896.09","8,896.09",
1-Oct-02,"7,593.04","8,558.63","7,197.49","8,397.03","8,397.03",
1-Sep-02,"8,659.27","8,726.90","7,460.78","7,591.93","7,591.93",
1-Aug-02,"8,732.58","9,077.01","8,030.82","8,663.50","8,663.50",
1-Jul-02,"9,239.25","9,410.38","7,532.66","8,736.59","8,736.59",
1-Jun-02,"9,923.94","9,986.49","8,926.57","9,243.26","9,243.26",
1-May-02,"9,944.90","10,353.43","9,802.23","9,925.25","9,925.25",
1-Apr-02,"10,402.07","10,402.07","9,811.57","9,946.22","9,946.22",
1-Mar-02,"10,111.04","10,673.10","10,111.04","10,403.94","10,403.94",
1-Feb-02,"9,923.04","10,255.24","9,580.32","10,106.13","10,106.13",
1-Jan-02,"10,021.71","10,300.15","9,529.46","9,920.00","9,920.00",
1-Dec-01,"9,848.93","10,184.45","9,703.90","10,021.57","10,021.57",
1-Nov-01,"9,087.45","9,992.79","9,014.46","9,851.56","9,851.56",
1-Oct-01,"8,845.97","9,598.17","8,732.14","9,075.14","9,075.14",
1-Sep-01,"9,946.98","10,182.38","8,062.34","8,847.56","8,847.56",
1-Aug-01,"10,527.38","10,609.65","9,869.14","9,949.75","9,949.75",
1-Jul-01,"10,504.95","10,679.12","10,120.89","10,522.81","10,522.81",
1-Jun-01,"10,913.57","11,196.53","10,394.72","10,502.40","10,502.40",
1-May-01,"10,734.05","11,350.05","10,673.22","10,911.94","10,911.94",
1-Apr-01,"9,877.16","10,906.41","9,375.72","10,734.97","10,734.97",
1-Mar-01,"10,493.25","10,859.50","9,106.54","9,878.78","9,878.78",
1-Feb-01,"10,884.82","11,035.14","10,294.01","10,495.28","10,495.28",
1-Jan-01,"10,790.92","11,028.00","10,468.04","10,887.36","10,887.36",
1-Dec-00,"10,416.76","10,917.68","10,299.21","10,787.99","10,787.99",
1-Nov-00,"10,966.21","11,006.50","10,292.39","10,414.49","10,414.49",
1-Oct-00,"10,659.06","10,995.41","9,654.64","10,971.14","10,971.14",
1-Sep-00,"11,219.54","11,401.19","10,567.32","10,650.92","10,650.92",
1-Aug-00,"10,523.81","11,319.06","10,516.76","11,215.10","11,215.10",
1-Jul-00,"10,450.36","10,874.63","10,393.09","10,521.98","10,521.98",
1-Jun-00,"10,532.27","10,863.00","10,335.46","10,447.89","10,447.89",
1-May-00,"10,749.42","10,971.24","10,258.81","10,522.33","10,522.33",
1-Apr-00,"10,863.28","11,425.45","10,201.53","10,733.91","10,733.91",
1-Mar-00,"10,128.11","11,234.65","9,731.81","10,921.92","10,921.92",
1-Feb-00,"10,937.74","11,118.93","9,836.06","10,128.31","10,128.31",
1-Jan-00,"11,501.85","11,750.28","10,701.64","10,940.53","10,940.53",
1-Dec-99,"10,876.47","11,568.77","10,859.65","11,497.12","11,497.12",
1-Nov-99,"10,730.78","11,112.77","10,536.27","10,877.81","10,877.81",
1-Oct-99,"10,335.69","10,790.02","9,976.02","10,729.86","10,729.86",
1-Sep-99,"10,828.44","11,142.41","10,081.13","10,336.95","10,336.95",
1-Aug-99,"10,654.83","11,365.93","10,549.08","10,829.28","10,829.28",
1-Jul-99,"10,966.05","11,252.27","10,647.86","10,655.15","10,655.15",
1-Jun-99,"10,561.01","11,003.41","10,409.14","10,970.80","10,970.80",
1-May-99,"10,789.04","11,130.67","10,434.26","10,559.74","10,559.74",
1-Apr-99,"9,786.44","10,961.71","9,765.63","10,789.04","10,789.04",
1-Mar-99,"9,307.39","10,085.31","9,211.23","9,786.16","9,786.16",
1-Feb-99,"9,359.60","9,611.33","9,099.04","9,306.58","9,306.58",
1-Jan-99,"9,184.01","9,647.96","9,063.26","9,358.83","9,358.83",
1-Dec-98,"9,116.55","9,334.88","8,676.03","9,181.43","9,181.43",
1-Nov-98,"8,595.70","9,380.20","8,595.70","9,116.55","9,116.55",
1-Oct-98,"7,841.33","8,659.81","7,467.49","8,592.10","8,592.10",
1-Sep-98,"7,545.76","8,182.47","7,400.30","7,842.62","7,842.62",
1-Aug-98,"8,883.29","8,886.12","7,539.07","7,539.07","7,539.07",
1-Jul-98,"8,958.99","9,367.84","8,816.09","8,883.29","8,883.29",
1-Jun-98,"8,900.95","9,104.72","8,569.88","8,952.02","8,952.02",
1-May-98,"9,066.61","9,261.91","8,788.10","8,899.95","8,899.95",
1-Apr-98,"8,801.56","9,213.33","8,748.74","9,063.37","9,063.37",
1-Mar-98,"8,544.47","8,959.24","8,405.72","8,799.81","8,799.81",
1-Feb-98,"7,909.99","8,566.89","7,909.99","8,545.72","8,545.72",
1-Jan-98,"7,910.20","8,035.54","7,443.41","7,906.50","7,906.50",
1-Dec-97,"7,825.12","8,166.29","7,576.93","7,908.30","7,908.30",
1-Nov-97,"7,445.80","7,881.07","7,349.99","7,823.10","7,823.10",
1-Oct-97,"7,948.50","8,184.70","6,971.07","7,442.10","7,442.10",
1-Sep-97,"7,631.70","8,035.63","7,580.85","7,945.30","7,945.30",
1-Aug-97,"8,222.80","8,299.49","7,606.86","7,622.40","7,622.40",
1-Jul-97,"7,678.00","8,282.77","7,667.36","8,222.60","8,222.60",
1-Jun-97,"7,331.00","7,834.06","7,253.78","7,672.80","7,672.80",
1-May-97,"7,008.99","7,394.95","6,913.47","7,331.00","7,331.00",
1-Apr-97,"6,583.50","7,057.55","6,356.78","7,009.00","7,009.00",
1-Mar-97,"6,874.30","7,112.10","6,561.20","6,583.48","6,583.48",
1-Feb-97,"6,810.80","7,073.62","6,710.72","6,877.74","6,877.74",
1-Jan-97,"6,447.50","6,906.60","6,352.83","6,813.09","6,813.09",
1-Dec-96,"6,520.60","6,587.05","6,236.05","6,448.27","6,448.27",
1-Nov-96,"6,027.10","6,589.53","5,998.82","6,521.70","6,521.70",
1-Oct-96,"5,878.40","6,133.73","5,861.67","6,029.38","6,029.38",
1-Sep-96,"5,611.80","5,929.89","5,561.46","5,882.17","5,882.17",
1-Aug-96,"5,528.90","5,739.02","5,524.10","5,616.21","5,616.21",
1-Jul-96,"5,654.60","5,733.31","5,182.32","5,528.91","5,528.91",
1-Jun-96,"5,643.90","5,742.54","5,580.38","5,654.63","5,654.63",
1-May-96,"5,567.60","5,796.10","5,342.20","5,643.18","5,643.18",
1-Apr-96,"5,588.60","5,697.69","5,415.53","5,569.08","5,569.08",
1-Mar-96,"5,488.20","5,709.97","5,424.20","5,587.14","5,587.14",
1-Feb-96,"5,394.90","5,659.40","5,348.34","5,485.62","5,485.62",
1-Jan-96,"5,115.70","5,408.67","5,014.52","5,395.30","5,395.30",
1-Dec-95,"5,075.60","5,235.62","5,051.73","5,117.12","5,117.12",
1-Nov-95,"4,753.70","5,118.93","4,744.64","5,074.49","5,074.49",
1-Oct-95,"4,789.80","4,816.90","4,659.74","4,755.48","4,755.48",
1-Sep-95,"4,610.20","4,816.54","4,607.03","4,789.08","4,789.08",
1-Aug-95,"4,708.50","4,754.96","4,570.85","4,610.56","4,610.56",
1-Jul-95,"4,556.10","4,747.21","4,551.25","4,708.47","4,708.47",
1-Jun-95,"4,465.10","4,593.10","4,406.69","4,556.10","4,556.10",
1-May-95,"4,321.30","4,465.14","4,301.56","4,465.14","4,465.14",
1-Apr-95,"4,157.70","4,328.53","4,155.96","4,321.27","4,321.27",
1-Mar-95,"4,011.10","4,198.84","3,945.69","4,157.69","4,157.69",
1-Feb-95,"3,843.90","4,021.23","3,831.41","4,011.05","4,011.05",
1-Jan-95,"3,834.40","3,936.72","3,817.26","3,843.86","3,843.86",
1-Dec-94,"3,739.20","3,866.40","3,655.11","3,834.44","3,834.44",
1-Nov-94,"3,907.78","3,907.78","3,638.63","3,739.23","3,739.23",
1-Oct-94,"3,843.20","3,949.84","3,747.97","3,908.12","3,908.12",
1-Sep-94,"3,913.10","3,992.64","3,820.31","3,843.19","3,843.19",
1-Aug-94,"3,764.50","3,939.32","3,736.33","3,913.42","3,913.42",
1-Jul-94,"3,625.00","3,770.00","3,623.02","3,764.50","3,764.50",
1-Jun-94,"3,758.40","3,823.39","3,610.40","3,624.96","3,624.96",
1-May-94,"3,681.70","3,772.79","3,623.10","3,758.37","3,758.37",
1-Apr-94,"3,634.50","3,710.84","3,552.47","3,681.69","3,681.69",
1-Mar-94,"3,832.00","3,895.94","3,559.09","3,635.96","3,635.96",
1-Feb-94,"3,978.40","3,982.02","3,632.02","3,832.02","3,832.02",
1-Jan-94,"3,754.10","3,985.96","3,742.81","3,978.36","3,978.36",
1-Dec-93,"3,685.10","3,799.92","3,685.06","3,754.09","3,754.09",
1-Nov-93,"3,680.60","3,717.76","3,600.67","3,683.95","3,683.95",
1-Oct-93,"3,555.10","3,708.82","3,553.72","3,680.59","3,680.59",
1-Sep-93,"3,651.30","3,655.72","3,507.06","3,555.12","3,555.12",
1-Aug-93,"3,539.50","3,663.83","3,536.96","3,651.25","3,651.25",
1-Jul-93,"3,516.10","3,583.50","3,449.90","3,539.47","3,539.47",
1-Jun-93,"3,527.40","3,569.78","3,462.66","3,516.08","3,516.08",
1-May-93,"3,439.40","3,565.07","3,415.33","3,527.43","3,527.43",
